course_title,skills,difficulty,rating,course_url,duration_hrs,platform,category
Data Analysis with R Specialization,"statistics, r programming, rstudio, exploratory data analysis, statistical inference, statistical hypothesis testing, linear regression, regression analysis",Intermediate,4.7,https://www.coursera.org/specializations/statistics,100.0,Coursera,Data Science
Bayesian Statistics Specialization,"bayesian statistics, data science, r programming, data analysis, statistics, bayesian inference, gibbs sampling, markov model, mixture model, forecasting, dynamic linear modeling, time series",Intermediate,4.7,https://www.coursera.org/specializations/bayesian-statistics,120.0,Coursera,Data Science
Data Science Foundations: Data Structures and Algorithms Specialization,"algorithm design, python, data structure design, analysis of algorithms, hashtables, graphs algorithms, intractability",Intermediate,4.7,https://www.coursera.org/specializations/boulder-data-structures-algorithms,60.0,Coursera,Computer Science
Neuroscience and Neuroimaging Specialization,"experiment, neuroscience, r programming, image processing, statistics, statistical analysis, statistical model, preprocessor, brain, neurology",Intermediate,4.7,https://www.coursera.org/specializations/computational-neuroscience,80.0,Coursera,Data Science
Business Statistics and Analysis Specialization,"microsoft excel, linear regression, statistical hypothesis testing, lookup table, data analysis, pivot table, statistics, statistical analysis, normal distribution, poisson distribution, log–log plot, interaction (statistics)",Intermediate,4.7,https://www.coursera.org/specializations/business-statistics-analysis,100.0,Coursera,Data Science
Databases for Data Scientists Specialization,"database (db) design, data warehousing, nosql, database administration, sql, database (dbms), relational models, normalization, entity–relationship (e-r) model, data science, database application, sql (structured query language)",Intermediate,4.7,https://www.coursera.org/specializations/databases-for-data-scientists,80.0,Coursera,Information Technology
PostgreSQL for Everybody Specialization,"json, database (dbms), natural language processing, sql",Intermediate,4.7,https://www.coursera.org/specializations/postgresql-for-everybody,80.0,Coursera,Computer Science
Agile Analytics,"software development, product management, agile software development",Intermediate,4.7,https://www.coursera.org/learn/uva-darden-agile-analytics?specialization=uva-darden-digital-product-management,14.0,Coursera,Computer Science
Essential Google Cloud Infrastructure: Foundation,"google compute engine, virtual machine, network architecture, google cloud platform",Intermediate,4.7,https://www.coursera.org/learn/gcp-infrastructure-foundation?specialization=gcp-architecture,7.0,Coursera,Information Technology
Probabilistic Deep Learning with TensorFlow 2,"probabilistic neural network, deep learning, generative model, tensorflow, probabilistic programming language (prpl)",Intermediate,4.7,https://www.coursera.org/learn/probabilistic-deep-learning-with-tensorflow2?specialization=tensorflow2-deeplearning,52.0,Coursera,Data Science
Digital Transformation Using AI/ML with Google Cloud Specialization,"organizational culture, business transformation, business value, business strategy, business case analysis",Intermediate,4.7,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,40.0,Coursera,Information Technology
JavaScript for Beginners Specialization,"web interactivty, jquery, data manipulation, javascript, animations",Beginner,4.7,https://www.coursera.org/specializations/javascript-beginner,80.0,Coursera,Computer Science
Getting Started with Google Workspace en Español Specialization,"file shortcut, email, signature, confidentiality, streams, retain, upload",Beginner,4.7,https://www.coursera.org/specializations/getting-started-with-google-workspace-es,80.0,Coursera,Information Technology
Introduction to Scripting in Python Specialization,"codeskulptor, data analysis, python, data visualization, python syntax and semantics, debugging, tuple, list & label",Beginner,4.7,https://www.coursera.org/specializations/introduction-scripting-in-python,80.0,Coursera,Computer Science
AWS Fundamentals: Building Serverless Applications,"aws lambda, amazon lex, amazon api gateway, serverless architecture, amazon dynamodb",Beginner,4.7,https://www.coursera.org/learn/aws-fundamentals-building-serverless-applications?specialization=aws-fundamentals,10.0,Coursera,Information Technology
TensorFlow: Data and Deployment Specialization,"machine learning, tensorflow, advanced deployment, object detection, javascript, convolutional neural network, tensorflow.js, tensorflow lite, mathematical optimization, artificial neural network, extraction, transformation and loading (etl), data pipelines",Intermediate,4.7,https://www.coursera.org/specializations/tensorflow-data-and-deployment,80.0,Coursera,Data Science
Object Oriented Java Programming: Data Structures and Beyond Specialization,"data structure, problem solving, java programming, object-oriented programming (oop), logic programming, sorting algorithm, trees (data structures), linked list, binary tree, graphs, search algorithm, graph algorithms",Intermediate,4.7,https://www.coursera.org/specializations/java-object-oriented,140.0,Coursera,Computer Science
C Programming: Pointers and Memory Management - 4,"computer programming, c programming",Intermediate,4.7,https://www.coursera.org/learn/c-programming-pointers-and-memory-management?specialization=c-programming-linux,7.0,Coursera,Computer Science
IS/IT Governance,"management, it skills and knowledge, finance and accounting skills and knowledge",Intermediate,4.7,https://www.coursera.org/learn/is-it-governance?specialization=information-systems,10.0,Coursera,Information Technology
"Everyday Excel, Part 1","data management, spreadsheet, microsoft excel, problem solving, real world",Intermediate,4.7,https://www.coursera.org/learn/everyday-excel-part-1?specialization=everyday-excel,23.0,Coursera,Computer Science
Build Better Generative Adversarial Networks (GANs),"bias in gans, stylegans, pros and cons of gans, gans alternatives, gan evaluation",Intermediate,4.7,https://www.coursera.org/learn/build-better-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans,31.0,Coursera,Data Science
Machine Learning: Classification,"logistic regression, statistical classification, classification algorithms, decision tree",Intermediate,4.7,https://www.coursera.org/learn/ml-classification?specialization=machine-learning,21.0,Coursera,Data Science
Object-Oriented Hierarchies in Java,"recursively enumerable set, java compiler, javac, java programming",Intermediate,4.7,https://www.coursera.org/learn/object-oriented-hierarchies-java?specialization=core-java,20.0,Coursera,Computer Science
Optimize ML Models and Deploy Human-in-the-Loop Pipelines,"human-in-the-loop pipelines, distributed model training and hyperparameter tuning, cost savings and performance improvements, a/b testing and model deployment, data labeling at scale",Intermediate,4.7,https://www.coursera.org/learn/ml-models-human-in-the-loop-pipelines?specialization=practical-data-science,10.0,Coursera,Data Science
Agile Development Specialization,"hypothesis-driven development, design thinking, user experience (ux), agile, lean startup, agile user stories, user experience design (uxd), agile software development, product management, software development, usability testing, continuous delivery",Intermediate,4.7,https://www.coursera.org/specializations/agile-development,80.0,Coursera,Computer Science
Algorithmic Thinking (Part 2),"algorithms, python, algorithmic efficiency, dynamic programming",Intermediate,4.7,https://www.coursera.org/learn/algorithmic-thinking-2?specialization=computer-fundamentals,11.0,Coursera,Computer Science
Mathematics for Machine Learning: Multivariate Calculus,"linear regression, vector calculus, multivariable calculus, gradient descent",Intermediate,4.7,https://www.coursera.org/learn/multivariate-calculus-machine-learning?specialization=mathematics-machine-learning,17.0,Coursera,Math and Logic
